site,network,transmitter.lat,transmitter.lon,transmitter.alt,transmitter.txw,transmitter.frq,antenna.azi,antenna.hbw
DAKAR,2891045,14.5666666666666,-17.45,,30000.0,3.794,,
DAKAR,2891072,14.6666666666666,-17.45,,10000.0,4.1,,
DAKAR,2891144,14.6666666666666,-17.45,,10000.0,4.93,,
DAKAR,2891164,14.6666666666666,-17.45,,20000.0,5.165,,
DAKAR,2891190,14.6666666666666,-17.45,,20000.0,5.278,,
DAKAR,2891193,14.6666666666666,-17.45,,26000.0,5.32,,
DAKAR,2891194,14.6666666666666,-17.45,,20000.0,5.32,,
DAKAR,2891209,14.6666666666666,-17.45,,16000.0,5.37,,
DAKAR,2891216,14.6666666666666,-17.45,,13000.0,5.37,,
DAKAR,2891239,14.6666666666666,-17.45,,16000.0,5.817,,
DAKAR,2891240,14.6666666666666,-17.45,,13000.0,5.817,,
DAKAR,2891293,14.6666666666666,-17.45,,30000.0,6.8,,
DAKAR,2891330,14.6666666666666,-17.45,,20000.0,7.304,,
DAKAR,2891338,14.6666666666666,-17.45,,10000.0,7.335,,
DAKAR,2891357,14.6666666666666,-17.45,,13000.0,7.517,,
DAKAR,2891363,14.6666666666666,-17.45,,10000.0,7.517,,
DAKAR,2891395,14.6666666666666,-17.45,,17000.0,7.79,,
DAKAR,2890234,14.6833333333333,-17.45,,17000.0,1.6389,,
DAKAR,2890248,14.6833333333333,-17.45,,30000.0,10.347,35.0,22.5
DAKAR,2890249,14.6833333333333,-17.45,,30000.0,10.347,35.0,22.5
DAKAR,2890269,14.6833333333333,-17.45,,37800.0,10.846,110.0,22.5
DAKAR,2890269,14.6833333333333,-17.45,,37800.0,10.846,120.0,22.5
DAKAR,2890269,14.6833333333333,-17.45,,37800.0,10.846,220.0,22.5
DAKAR,2890270,14.6833333333333,-17.45,,37800.0,10.846,110.0,22.5
DAKAR,2890270,14.6833333333333,-17.45,,37800.0,10.846,120.0,22.5
DAKAR,2890270,14.6833333333333,-17.45,,37800.0,10.846,220.0,22.5
DAKAR,2890282,14.6833333333333,-17.45,,36000.0,11.115,147.0,22.5
DAKAR,2890283,14.6833333333333,-17.45,,33000.0,11.115,215.0,22.5
DAKAR,2890284,14.6833333333333,-17.45,,33000.0,11.115,215.0,22.5
DAKAR,2890285,14.6833333333333,-17.45,,33000.0,11.146,25.0,22.5
DAKAR,2890286,14.6833333333333,-17.45,,33000.0,11.146,25.0,22.5
DAKAR,2890287,14.6833333333333,-17.45,,33000.0,11.146,25.0,22.5
DAKAR,2890307,14.6833333333333,-17.45,,40000.0,11.4048,20.0,22.5
DAKAR,2890308,14.6833333333333,-17.45,,40000.0,11.4048,20.0,22.5
DAKAR,2890309,14.6833333333333,-17.45,,40000.0,11.4048,20.0,22.5
DAKAR,2890337,14.6833333333333,-17.45,,37800.0,12.05,102.0,22.5
DAKAR,2890337,14.6833333333333,-17.45,,37800.0,12.05,91.0,22.5
DAKAR,2890337,14.6833333333333,-17.45,,37800.0,12.05,97.0,22.5
DAKAR,2890338,14.6833333333333,-17.45,,37800.0,12.05,102.0,22.5
DAKAR,2890338,14.6833333333333,-17.45,,37800.0,12.05,91.0,22.5
DAKAR,2890338,14.6833333333333,-17.45,,37800.0,12.05,97.0,22.5
